model,COMBO_011_R01,COMBO_011_R02,COMBO_011_R03,COMBO_011_R04,COMBO_011_R05,COMBO_011_R06,COMBO_011_R07,COMBO_011_R08,COMBO_011_R09,COMBO_011_R10,COMBO_011_R11,COMBO_011_R12,COMBO_011_R13,COMBO_011_R14,COMBO_011_R15,COMBO_011_R16,COMBO_011_R17,COMBO_011_R18,COMBO_011_R19,COMBO_011_R20,COMBO_011_R21,COMBO_011_R22,COMBO_011_R23,COMBO_011_R24,COMBO_011_R25,COMBO_011_R26,COMBO_011_R27,COMBO_011_R28,COMBO_011_R29,COMBO_011_R30,COMBO_025_R01,COMBO_025_R02,COMBO_025_R03,COMBO_025_R04,COMBO_025_R05,COMBO_025_R06,COMBO_025_R07,COMBO_025_R08,COMBO_025_R09,COMBO_025_R10,COMBO_025_R11,COMBO_025_R12,COMBO_025_R13,COMBO_025_R14,COMBO_025_R15,COMBO_025_R16,COMBO_025_R17,COMBO_025_R18,COMBO_025_R19,COMBO_025_R20,COMBO_025_R21,COMBO_025_R22,COMBO_025_R23,COMBO_025_R24,COMBO_025_R25,COMBO_025_R26,COMBO_025_R27,COMBO_025_R28,COMBO_025_R29,COMBO_025_R30,COMBO_030_R01,COMBO_030_R02,COMBO_030_R03,COMBO_030_R04,COMBO_030_R05,COMBO_030_R06,COMBO_030_R07,COMBO_030_R08,COMBO_030_R09,COMBO_030_R10,COMBO_030_R11,COMBO_030_R12,COMBO_030_R13,COMBO_030_R14,COMBO_030_R15,COMBO_030_R16,COMBO_030_R17,COMBO_030_R18,COMBO_030_R19,COMBO_030_R20,COMBO_030_R21,COMBO_030_R22,COMBO_030_R23,COMBO_030_R24,COMBO_030_R25,COMBO_030_R26,COMBO_030_R27,COMBO_030_R28,COMBO_030_R29,COMBO_030_R30,COMBO_031_R01,COMBO_031_R02,COMBO_031_R03,COMBO_031_R04,COMBO_031_R05,COMBO_031_R06,COMBO_031_R07,COMBO_031_R08,COMBO_031_R09,COMBO_031_R10,COMBO_031_R11,COMBO_031_R12,COMBO_031_R13,COMBO_031_R14,COMBO_031_R15,COMBO_031_R16,COMBO_031_R17,COMBO_031_R18,COMBO_031_R19,COMBO_031_R20,COMBO_031_R21,COMBO_031_R22,COMBO_031_R23,COMBO_031_R24,COMBO_031_R25,COMBO_031_R26,COMBO_031_R27,COMBO_031_R28,COMBO_031_R29,COMBO_031_R30,COMBO_044_R01,COMBO_044_R02,COMBO_044_R03,COMBO_044_R04,COMBO_044_R05,COMBO_044_R06,COMBO_044_R07,COMBO_044_R08,COMBO_044_R09,COMBO_044_R10,COMBO_044_R11,COMBO_044_R12,COMBO_044_R13,COMBO_044_R14,COMBO_044_R15,COMBO_044_R16,COMBO_044_R17,COMBO_044_R18,COMBO_044_R19,COMBO_044_R20,COMBO_044_R21,COMBO_044_R22,COMBO_044_R23,COMBO_044_R24,COMBO_044_R25,COMBO_044_R26,COMBO_044_R27,COMBO_044_R28,COMBO_044_R29,COMBO_044_R30
COMBO_025_R22,4.970563,7.047624,7.922688,8.049576,9.650457,7.059914,6.013440,7.919055,9.632881,4.764007,9.254909,9.575912,10.036326,8.268786,9.341459,9.634965,4.912428,5.725787,4.877859,9.662101,9.792059,5.041332,5.069166,5.465771,6.026016,10.400140,5.235981,5.008045,4.566832,5.749183,3.166467,5.136998,8.359257,1.583839,10.293845,9.292990,8.819356,3.656822,3.276820,2.573642,3.133783,3.203818,3.360176,3.720246,3.123277,1.146627,1.187438,4.004412,2.434421,3.863032,3.682718,0.000000,3.335979,1.963776,3.178114,3.694463,4.537965,3.863242,9.895236,3.357731,10.964512,10.843246,9.605757,10.883538,10.908535,9.881074,10.773024,10.703637,9.881871,10.144521,10.974196,10.736474,10.400894,10.435471,10.324952,11.180258,10.186296,9.987921,8.957175,10.274314,9.964458,10.797894,10.746486,10.411796,11.102866,11.065011,10.497342,11.082904,10.068133,10.802065,7.281579,7.629038,7.062971,7.419709,8.322105,8.118498,8.375869,8.271488,7.885953,11.215961,7.385094,7.239058,9.340683,8.194269,8.567271,10.308781,7.260293,7.780857,8.330443,8.169117,8.005681,8.170160,7.599174,7.908222,8.117960,7.959639,7.905333,8.359424,9.409755,11.590271,9.109465,8.492564,9.822162,7.439989,8.887140,9.371321,8.070369,8.666806,7.579427,8.462184,7.867206,7.661247,8.831620,7.587160,9.667645,7.828886,9.603604,8.186147,7.027530,8.485229,7.599915,9.375567,9.585276,7.810520,8.615730,7.790641,9.711732,7.847424,9.432639,8.045713
COMBO_025_R23,3.516840,5.308984,6.488602,7.241224,9.658192,5.944103,5.148298,6.563089,9.605618,3.169057,9.326023,9.551470,9.255128,7.542845,9.387124,9.655505,3.484959,4.771211,3.116462,9.635586,8.912724,3.459321,3.401504,4.536639,4.823384,9.862454,4.000766,3.420732,3.212926,4.958760,0.602631,4.792397,8.530989,3.364958,9.796332,8.720162,8.042468,1.551077,0.506200,3.513092,1.317800,1.041332,1.636322,1.657923,1.728037,3.068490,3.119515,1.860534,3.411491,1.617935,1.803363,3.335979,0.000000,3.544013,0.779457,1.940741,4.105616,3.117898,9.373633,4.007418,10.674527,10.507500,9.514256,10.642610,10.541635,9.866124,9.791846,10.463431,9.939854,10.137988,10.672238,10.464084,9.778356,9.863755,9.709412,10.915601,9.577590,9.482163,8.718558,10.226504,9.433531,10.341071,10.452861,10.332475,10.820642,10.079073,9.575223,10.829948,9.407979,10.476976,7.054990,7.385604,6.894639,7.186334,7.826099,7.839962,8.150602,7.921781,7.549073,10.155012,7.072870,7.124449,8.932137,7.625103,8.326183,10.701860,7.018147,7.489891,8.011633,7.817979,7.680514,7.866383,7.335291,7.535696,7.795192,7.624966,7.572776,8.039581,8.627864,10.620763,8.879270,8.538775,9.518616,6.344971,8.953140,8.271410,8.111727,7.878994,6.641946,8.168349,7.877180,6.629201,7.894981,6.647864,8.900630,6.711023,8.837347,8.177858,6.597701,8.477968,6.566297,8.280198,8.815418,6.811662,8.337500,7.772174,9.467104,6.831399,8.684305,6.938539
COMBO_025_R24,3.916228,6.277561,7.015306,7.391253,8.822726,6.208265,4.959419,6.975183,8.779162,3.667316,8.400121,8.701105,9.383326,7.646742,8.490966,8.785984,3.793673,4.649681,3.857957,8.801328,9.403373,4.070564,3.980913,4.408845,5.179101,9.617450,4.121191,3.920149,3.533877,4.666309,3.448230,4.522715,8.214786,1.558471,9.803692,9.210002,8.479165,3.211280,3.465209,2.953377,3.696382,3.456287,3.659354,3.251691,3.443521,1.968491,1.881819,3.495127,1.623105,3.394064,3.747557,1.963776,3.544013,0.000000,3.421187,3.533817,4.355105,3.988998,9.505415,3.702904,10.413649,10.310657,8.600436,10.319291,10.361307,8.880123,10.080575,10.162836,9.032689,9.295957,10.415632,10.201134,9.905399,9.960900,9.817398,10.605290,9.776026,9.610217,7.908412,9.490434,9.575893,10.273145,10.191029,9.592765,10.540458,10.543812,9.983571,10.502169,9.522553,10.280415,7.058760,6.988727,6.457310,7.263015,8.105448,7.586852,7.952599,7.929075,7.568197,10.417496,7.366194,7.133373,8.613696,7.949894,8.118630,10.023208,7.055719,7.288346,7.840817,7.774877,7.577330,8.043643,7.168157,7.529182,7.610005,7.579053,7.215772,7.908025,8.889291,10.759178,8.344769,7.621818,9.113181,7.053714,8.016826,8.842042,7.163597,8.487496,7.059252,7.716641,7.022031,7.248199,8.413215,7.080749,9.200673,7.368027,9.117922,7.415003,6.605251,7.536403,7.197429,8.850131,9.078475,7.387538,7.885451,6.961845,8.995033,7.381356,8.986033,7.538760
COMBO_025_R25,3.560769,5.695145,6.859772,7.335497,9.442447,6.288265,4.932122,6.890733,9.400915,3.131365,9.128793,9.355696,9.218322,7.624224,9.182497,9.447603,3.414401,4.528536,3.325790,9.427438,8.922679,3.639151,3.515273,4.270309,4.701717,9.741598,3.879020,3.525097,3.153149,4.739982,0.671433,4.846241,8.778511,3.235238,9.808189,8.957965,8.311032,1.740526,0.843721,3.672892,1.011572,1.101838,1.848291,1.923179,1.461316,2.997913,2.998374,2.280749,3.395210,1.975267,2.086235,3.178114,0.779457,3.421187,0.000000,2.251617,4.078582,3.007398,9.428382,4.152845,10.642645,10.495650,9.157075,10.614247,10.539945,9.491727,9.853746,10.438428,9.793557,9.996530,10.643938,10.441307,9.759904,9.839899,9.730757,10.859360,9.549873,9.441551,8.532682,10.082580,9.406875,10.367211,10.441052,10.184906,10.774304,10.058315,9.614514,10.788156,9.420562,10.464088,6.564721,7.020168,6.443502,6.695360,7.450417,7.459954,7.749695,7.486791,7.118267,10.264618,7.212212,6.589005,8.757495,7.219009,7.930647,10.288751,6.507777,7.096242,7.622851,7.427170,7.286142,7.433623,6.916512,7.126509,7.407715,7.205369,7.197932,7.669925,8.404723,10.715910,8.803937,8.335422,9.498147,6.799403,8.752944,8.544700,7.908572,8.335967,6.924939,8.024291,7.724090,7.068411,8.336463,6.959526,8.894585,7.170782,8.826077,8.033080,6.907199,8.277099,7.012563,8.546442,8.795339,7.238042,8.211093,7.633411,9.437980,7.260466,8.666685,7.378624
COMBO_025_R26,3.634872,5.748399,6.642538,7.706733,9.996537,5.968228,5.667099,6.666916,9.940309,3.562433,9.649486,9.872104,9.427420,8.016386,9.712303,10.003568,3.696791,5.305930,3.293963,9.965273,9.218989,3.445950,3.496918,4.925898,5.672773,10.351931,4.306264,3.684806,3.498605,5.315548,2.026862,4.824382,8.305267,3.900578,10.112199,8.246154,7.784070,1.427870,2.002269,3.437980,2.308505,2.143122,2.307274,1.454004,2.561051,3.546478,3.648351,1.647799,3.242698,1.440794,2.582591,3.694463,1.940741,3.533817,2.251617,0.000000,3.957167,3.591850,9.651309,3.808939,11.162880,10.988535,10.263876,11.106512,11.032612,10.626739,10.186714,10.932148,10.353450,10.561139,11.172809,10.938517,10.123595,10.225201,10.062438,11.412864,9.976558,9.862917,9.507394,10.651917,9.810407,10.825699,10.919727,10.781521,11.318790,10.574737,10.006772,11.327427,9.713314,10.948372,7.803928,7.983703,7.582791,7.902148,8.496102,8.388107,8.656161,8.694789,8.278082,10.694877,7.191099,7.862521,9.168179,8.332130,8.822905,11.159878,7.785628,8.043982,8.511647,8.528240,8.146636,8.549111,7.835860,7.945471,8.323806,8.361654,8.236148,8.550505,9.292342,11.094385,9.299724,8.982704,9.904603,6.248485,9.385033,8.150876,8.558978,7.490567,6.592860,8.616411,8.223915,6.510352,7.660008,6.556372,9.185711,6.494221,9.137057,8.415603,6.453611,8.844877,6.448715,8.159352,9.139984,6.698258,8.776891,8.059094,9.845058,6.581781,8.972514,6.747422
COMBO_025_R27,3.946248,7.101736,7.403688,8.321896,9.746025,7.263831,5.027219,7.322775,9.674217,4.770290,9.190361,9.608188,10.313574,8.527079,9.304270,9.857718,4.374230,4.779370,4.493211,9.759709,10.139096,3.730113,4.347250,4.853046,5.761478,9.286917,4.317340,4.306339,4.084784,4.742258,3.646430,4.699727,8.405948,4.223382,7.639214,8.154961,8.589665,3.590047,3.673451,5.238634,4.363905,3.187661,2.723629,3.387417,2.825375,5.077113,5.122805,3.722424,4.934814,3.945546,2.831541,4.537965,4.105616,4.355105,4.078582,3.957167,0.000000,1.721657,7.297870,5.410327,12.025251,11.897993,10.232610,12.043726,12.012986,10.705057,11.796712,11.667308,8.776517,9.054576,11.981793,11.778792,11.999831,12.166916,11.979766,12.158264,11.563627,11.611709,9.458666,9.238087,11.583826,12.130232,11.764526,9.456705,12.125700,11.673685,11.478203,12.203334,11.498011,11.956815,9.394565,7.768307,7.599127,9.538403,10.278056,10.033201,10.302677,10.098248,9.858823,12.176530,9.924501,9.389610,9.440556,9.982743,10.406382,11.886444,9.340354,9.742998,10.186130,10.056354,9.993614,10.277556,9.641754,9.925154,9.989658,9.896618,8.113842,10.254669,10.925903,12.543885,7.837953,7.479569,8.748227,7.909724,7.903478,9.298441,7.063722,8.424495,8.091949,7.534658,6.341750,7.997727,8.599431,8.064586,10.172099,7.883793,10.197204,6.416665,7.440855,7.343309,8.067751,9.305895,10.305896,8.126807,7.719321,6.128209,8.609371,8.149070,9.981751,8.233729
COMBO_025_R28,3.537169,6.474330,7.021854,7.696062,9.327549,6.776921,4.639794,6.947411,9.267163,4.129624,8.810967,9.212791,9.931559,7.952439,8.924740,9.430174,3.851076,4.293324,3.980730,9.336568,9.609015,3.428829,3.877960,4.384133,4.884797,8.962150,3.854286,3.803271,3.558207,4.303416,2.599661,4.419344,8.447183,3.494415,7.693826,8.386387,8.497436,3.121705,2.640914,4.669685,3.403857,2.119377,1.774643,2.976149,1.642532,4.336222,4.360719,3.331095,4.557366,3.470034,1.881732,3.863242,3.117898,3.988998,3.007398,3.591850,1.721657,0.000000,7.346761,5.120192,11.461223,11.334538,9.573792,11.467217,11.444246,10.050165,11.194178,11.116244,8.645471,8.906357,11.421142,11.218938,11.345465,11.495656,11.312865,11.610696,10.905401,10.952069,8.725604,9.057886,10.916888,11.508286,11.224036,9.247409,11.566667,11.015937,10.783948,11.626557,10.903718,11.380895,8.475266,7.189044,6.904400,8.640019,9.394420,9.185087,9.483145,9.203434,8.972645,11.536404,9.274944,8.486240,9.032054,9.037157,9.603199,11.281399,8.426235,8.879660,9.366242,9.198857,9.179641,9.394403,8.792082,9.148299,9.141371,9.016194,7.480475,9.421872,10.084841,11.865454,7.697201,7.255488,8.623832,7.581746,7.691859,9.083466,6.788219,8.500932,7.631559,7.313233,6.138187,7.675733,8.513282,7.632290,9.572709,7.678072,9.578333,6.372291,7.239867,7.171004,7.740739,9.091244,9.656777,7.800750,7.505553,5.984588,8.479407,7.904797,9.372479,7.978692
COMBO_025_R29,8.016814,8.488596,7.272415,8.210005,9.817085,8.116411,8.491406,7.118421,9.748582,9.055609,9.278794,9.760539,11.596577,8.269597,9.401352,10.079943,8.632726,8.301284,8.618090,9.929570,11.133916,7.715282,8.269643,8.963524,7.945885,7.837483,8.244372,8.248552,8.717217,8.143416,9.093184,8.254909,9.276692,9.138991,1.225083,9.061124,9.323162,9.045486,9.024179,9.780119,9.878646,8.746749,8.423584,8.859885,8.583681,10.226591,10.281378,8.836556,9.889568,9.132540,8.015016,9.895236,9.373633,9.505415,9.428382,9.651309,7.297870,7.346761,0.000000,9.918344,11.788490,11.650682,10.499683,11.907907,11.857507,11.133142,11.853065,11.279895,6.782683,6.908062,11.684331,11.573098,13.099402,13.356033,12.963514,11.779145,12.308740,12.540510,9.424692,7.132523,12.495852,12.341995,11.551874,7.376633,11.829006,11.350473,11.365861,11.994785,12.388175,11.891591,12.694821,9.779383,10.262657,12.906709,13.074313,12.511506,12.797767,12.426501,12.595172,12.013851,13.114829,12.850150,10.533552,12.471143,12.681741,13.181130,12.656919,12.370342,12.668666,12.498488,12.919685,13.242719,12.703775,13.273438,12.478806,12.550110,9.956954,12.729311,12.444317,11.942286,6.982360,7.326561,7.754279,10.017640,7.466215,10.235234,7.254394,10.512433,9.444089,8.268848,6.457017,9.816803,9.855796,9.529073,10.067059,9.708371,10.216992,6.489333,10.003033,7.323158,10.071161,10.259593,10.448799,9.870065,8.237886,6.395069,7.506614,10.095470,10.084003,9.852813
COMBO_025_R30,5.471735,6.804388,7.255193,8.432961,10.713920,6.598386,7.057996,7.410934,10.708885,5.351093,10.397131,10.665052,10.337253,8.612784,10.456982,10.656201,5.577560,6.849303,5.042215,10.790408,10.010877,5.276639,5.435140,6.663381,6.525235,11.307044,5.990333,5.427496,5.347327,6.875780,4.023504,6.255319,7.752317,3.991520,10.580435,9.391513,8.069599,3.832626,4.048444,1.802113,4.032663,4.130257,4.156310,3.904490,4.438549,3.066024,3.366294,3.823330,3.061655,3.812997,4.273051,3.357731,4.007418,3.702904,4.152845,3.808939,5.410327,5.120192,9.918344,0.000000,10.918612,10.697236,10.433250,10.990008,10.765723,10.680600,9.941876,10.665056,10.964682,11.174252,10.998838,10.719031,9.908267,9.938807,9.738391,11.222628,9.733630,9.399782,10.020531,11.320845,9.359300,10.503552,10.694606,11.435817,11.098704,10.770158,9.810208,11.154220,9.456663,10.673347,8.361020,8.761191,8.388883,8.449148,9.263504,9.080174,9.206523,9.202376,8.795842,10.384712,7.030794,8.339395,10.333382,9.063299,9.322366,11.092798,8.337230,8.694496,9.144881,9.066029,8.819317,9.028900,8.533295,8.646929,8.984340,8.917191,8.954567,9.215400,10.157105,10.904348,9.734907,9.626050,10.363074,7.397362,10.049998,8.883649,9.280989,8.251178,7.743811,9.312387,9.181599,7.730552,8.798936,7.748389,9.854099,7.617561,9.793276,9.322727,7.288654,9.538951,7.612674,8.902687,9.749190,7.960067,9.423621,9.054845,10.271414,7.710562,9.683484,7.798322
COMBO_030_R01,10.460758,8.885894,8.848995,9.245852,6.633102,9.078852,9.718145,9.247782,6.685903,10.142081,7.090068,6.722653,5.627533,9.249546,6.880569,6.315067,10.181650,9.742715,10.368719,6.859544,5.376639,10.616151,10.258017,9.895144,9.304497,7.042538,10.084903,10.381723,10.549561,9.908257,10.864076,11.231468,8.254175,10.446661,11.768940,10.726431,7.759616,10.703798,10.809327,10.685173,10.867197,11.018720,11.336830,10.758151,11.106776,10.549244,10.429700,10.586496,10.171663,10.540318,11.021273,10.964512,10.674527,10.413649,10.642645,11.162880,12.025251,11.461223,11.788490,10.918612,0.000000,1.069607,8.099903,1.468436,1.080745,7.875130,4.320275,0.791316,8.881525,8.691431,1.026193,0.407669,4.354052,4.466678,4.222332,0.612801,3.837515,4.232042,8.463095,8.421584,4.243740,1.902172,0.990813,8.241772,0.312919,3.136760,3.679526,1.154354,4.433928,0.562751,8.659451,7.420594,8.042643,8.635078,7.655497,7.855847,7.945674,8.211383,8.304088,5.419387,7.408333,8.848886,6.412612,8.023072,8.013784,7.994220,8.676089,8.082446,7.912889,8.053454,8.067813,8.297998,8.240014,8.344424,7.972746,8.187899,7.363890,7.702962,7.190101,4.860323,7.985013,8.844771,7.095783,8.775801,8.795620,7.283942,9.119532,9.490339,8.371878,7.670049,10.475585,8.937189,9.300692,8.524532,6.703910,9.158448,6.697200,10.626665,10.009483,9.223026,8.768842,7.220816,6.614446,8.936326,7.414519,10.615527,7.309288,8.768067,6.718970,8.659040
COMBO_030_R02,10.378465,8.743196,8.670272,9.197510,7.060286,8.973157,9.732420,9.100154,7.112541,10.078678,7.408637,7.068926,5.839506,9.210654,7.279975,6.756381,10.111622,9.743371,10.272272,7.225588,5.618727,10.501736,10.160885,9.884117,9.257571,7.256991,10.024320,10.306593,10.498960,9.892083,10.703630,11.257026,8.088585,10.351191,11.675904,10.696857,7.698497,10.532531,10.648782,10.493298,10.692866,10.862709,11.166880,10.582497,10.966056,10.424075,10.312700,10.393405,10.059711,10.352932,10.844661,10.843246,10.507500,10.310657,10.495650,10.988535,11.897993,11.334538,11.650682,10.697236,1.069607,0.000000,8.287836,1.634758,1.085579,8.031996,4.164100,1.220399,9.078738,8.907250,1.280223,1.155796,4.362853,4.469819,4.190563,1.413289,3.889077,4.186986,8.449326,8.648902,4.192259,1.440361,0.722296,8.478867,1.195498,3.083083,3.585634,1.294188,4.396971,0.994593,8.736154,7.476940,8.068326,8.709566,7.754550,7.973823,8.010975,8.293794,8.359704,5.351499,7.301949,8.927129,6.780457,8.053082,8.058175,7.991110,8.759185,8.165354,7.985898,8.121796,8.135264,8.346140,8.317337,8.406593,8.048338,8.269556,7.411560,7.788602,7.293417,4.794985,8.067151,8.999823,7.249213,8.729380,8.977123,7.289476,9.251173,9.356756,8.349682,7.784634,10.580251,8.905080,9.292142,8.507547,6.707820,9.073667,6.697053,10.754174,10.000378,9.404384,8.735237,7.230742,6.600488,8.918937,7.532237,10.727219,7.407609,8.736945,6.733696,8.612670
COMBO_030_R03,7.962470,8.243843,8.735902,7.747769,6.273379,8.623832,6.773330,8.547011,6.247585,7.688996,6.357392,6.312159,8.893834,7.808411,6.255872,6.194311,7.538281,6.701945,8.420630,6.342566,9.279578,8.469777,7.940695,6.855238,6.226640,7.233470,7.239800,8.045461,8.049075,6.825078,9.498389,8.752949,11.770063,8.562572,10.171256,12.957578,11.205822,9.404372,9.467039,10.075005,9.770617,9.544981,9.994854,9.504047,9.439126,9.343777,9.128423,9.573570,8.792083,9.490799,9.602238,9.605757,9.514256,8.600436,9.157075,10.263876,10.232610,9.573792,10.499683,10.433250,8.099903,8.287836,0.000000,8.088876,8.289060,1.427034,8.491826,8.125806,6.665842,6.677434,8.088767,8.138194,8.930810,8.995064,8.935890,7.927489,8.614337,8.665982,3.784083,6.933452,8.678202,8.580347,8.166440,6.650041,8.019661,8.432295,8.493824,7.972829,8.723226,8.308723,6.520235,6.182815,5.915851,6.941752,7.352088,6.232208,6.721078,6.077171,6.320642,7.978973,10.540739,7.009048,7.385561,6.878348,6.668414,8.126698,6.614675,6.352268,6.521307,6.163117,6.969773,7.433440,6.708161,7.513025,6.300177,6.050215,5.728370,6.672545,6.807664,8.006040,7.607315,6.478656,8.117583,10.676118,6.526075,10.646603,6.412311,12.941230,9.588946,7.293316,7.457934,10.737101,11.734276,9.837898,8.734542,10.915904,8.597145,7.795923,10.539572,6.144198,10.755685,10.635442,8.408398,10.759902,7.399469,7.596088,8.133036,10.811993,8.671722,10.667996
COMBO_030_R04,10.402131,8.763919,8.716708,8.876448,6.230681,8.835797,9.753899,9.098213,6.305118,10.052407,6.689763,6.268564,5.233573,8.876016,6.543791,5.961545,10.125117,9.752375,10.287124,6.346246,5.137908,10.574634,10.186592,9.857188,9.354595,7.038225,10.071688,10.299629,10.456998,9.873696,10.845886,10.912126,8.260639,10.352363,11.860760,10.339121,7.532444,10.682634,10.786844,10.675991,10.857367,11.005735,11.342269,10.740772,11.096304,10.461944,10.335310,10.583523,10.089546,10.520334,11.052037,10.883538,10.642610,10.319291,10.614247,11.106512,12.043726,11.467217,11.907907,10.990008,1.468436,1.634758,8.088876,0.000000,1.551199,7.893948,4.374987,1.729993,8.674702,8.496526,1.225224,1.411676,4.123054,4.274253,4.067456,1.463546,3.514460,3.987883,8.402410,8.183847,3.989277,2.328353,1.172293,8.004237,1.491395,3.106434,3.761229,0.748600,4.145378,1.622499,8.471667,7.709370,8.273703,8.444611,7.339299,7.552970,7.665563,8.009962,8.065299,5.584521,7.191943,8.722230,5.989521,7.747494,7.740626,7.921960,8.518648,7.813833,7.603841,7.769082,7.778417,8.088435,7.959102,8.087816,7.656648,7.928325,7.681100,7.360986,6.772445,4.956805,8.067424,8.700215,7.162420,8.395367,8.597625,6.950741,8.979996,9.247835,7.878835,7.782646,10.271861,8.514966,8.879032,8.026707,6.170268,8.741424,6.165477,10.436677,9.536322,9.067844,8.362824,6.890408,6.103691,8.488809,7.536384,10.434967,7.355117,8.358333,6.170661,8.276381
COMBO_030_R05,10.401401,8.710229,8.645257,9.195536,6.963070,8.909561,9.762976,9.107664,7.015992,10.058602,7.319436,7.037230,5.634435,9.208691,7.206764,6.635078,10.127021,9.780230,10.252352,7.104376,5.410550,10.534865,10.173602,9.910785,9.273831,7.357906,10.058508,10.298631,10.494803,9.954803,10.754847,11.217906,8.142032,10.409703,11.880606,10.723104,7.647891,10.574399,10.692560,10.555337,10.756810,10.922506,11.240637,10.627838,11.047759,10.459565,10.348244,10.430174,10.087173,10.385887,10.914723,10.908535,10.541635,10.361307,10.539945,11.032612,12.012986,11.444246,11.857507,10.765723,1.080745,1.085579,8.289060,1.551199,0.000000,8.032951,4.031190,1.409215,9.101580,8.921978,0.784096,1.171409,4.169929,4.284439,4.000072,1.415905,3.688926,4.043070,8.541598,8.659176,4.033557,1.548819,1.111830,8.479632,1.220705,2.965432,3.387353,1.313678,4.216622,0.994202,8.699235,7.587819,8.179528,8.675679,7.677991,7.886089,7.989846,8.261781,8.331763,5.093797,7.175990,8.888524,6.590899,8.035309,8.053072,8.185908,8.710616,8.101113,7.948203,8.088521,8.084587,8.327007,8.265744,8.346601,8.006127,8.229152,7.527168,7.740010,7.194565,4.530161,8.216147,9.081471,7.301314,8.591369,9.050531,7.154337,9.330971,9.279226,8.228446,7.901256,10.651528,8.774151,9.159902,8.376016,6.705332,8.983195,6.688930,10.810645,9.918445,9.450770,8.592125,7.097856,6.589779,8.782468,7.657168,10.793584,7.563013,8.580466,6.725275,8.457855
COMBO_030_R06,8.460717,8.779380,9.301092,8.504990,6.465733,9.212286,7.084410,9.176128,6.451728,8.080547,6.502348,6.485036,8.772569,8.569381,6.491116,6.292372,7.989645,7.050952,8.856353,6.463205,9.244963,8.975897,8.440817,7.231800,6.644286,7.518091,7.677703,8.511230,8.461771,7.220050,9.862715,9.441093,11.842698,8.907280,10.826348,13.436195,11.453776,9.762665,9.842245,10.376732,10.063737,9.937323,10.409566,9.880940,9.838685,9.600085,9.377481,9.949839,9.140122,9.845516,10.029124,9.881074,9.866124,8.880123,9.491727,10.626739,10.705057,10.050165,11.133142,10.680600,7.875130,8.031996,1.427034,7.893948,8.032951,0.000000,8.338349,7.944630,7.185554,7.179623,7.853113,7.943623,8.691347,8.732531,8.709801,7.711810,8.481656,8.538413,4.366246,7.388419,8.561419,8.273213,7.933661,7.091687,7.789379,8.299741,8.382496,7.704369,8.593828,8.079894,6.481967,6.038330,5.793831,6.865860,7.271064,6.241567,6.721099,6.067025,6.344254,7.819790,10.514146,6.829745,7.418374,6.932518,6.697633,8.024375,6.493671,6.384026,6.559757,6.232720,6.950230,7.331237,6.722003,7.420254,6.386643,6.093042,5.537927,6.708912,6.937385,7.876932,7.850857,6.846142,8.358850,11.091088,6.915908,10.892917,6.811994,13.191612,10.109513,7.381031,8.061396,11.197929,12.182491,10.353335,9.149821,11.405849,9.009501,8.481911,11.107275,6.743298,11.175804,10.871756,8.807907,11.230133,7.481643,8.281072,8.341920,11.247655,9.082665,11.117887
COMBO_030_R07,9.520404,7.470416,7.322197,8.308339,7.971353,7.499012,9.507478,7.732403,8.028537,9.014960,8.411605,8.065567,6.217486,8.395424,8.245903,7.747725,9.283279,9.410524,9.135814,8.077670,6.006256,9.629513,9.194963,9.547000,8.588265,8.627007,9.385047,9.284967,9.606143,9.620130,10.095173,10.646483,8.774353,10.358339,12.015520,10.687780,6.985508,9.704524,10.000316,9.807227,10.124657,10.327802,10.707267,9.806664,10.620789,10.095289,10.068231,9.546304,9.531619,9.463519,10.376837,10.773024,9.791846,10.080575,9.853746,10.186714,11.796712,11.194178,11.853065,9.941876,4.320275,4.164100,8.491826,4.374987,4.031190,8.338349,0.000000,4.441331,10.143210,9.990754,4.416369,4.356023,2.886589,3.045131,2.597618,4.601715,3.127303,3.190212,8.879793,9.828997,3.084744,3.702260,4.293291,9.667836,4.462646,3.081493,1.957652,4.414236,2.439907,4.095111,8.471610,8.662204,8.988141,8.447566,7.517286,7.647013,7.811087,7.979960,7.994950,3.189053,6.611543,8.722422,7.626779,7.689491,7.811013,9.102793,8.434453,7.722386,7.634948,7.776051,7.739258,8.122012,7.922690,7.872636,7.653806,7.920889,8.494809,7.543023,6.677992,3.018761,9.039055,9.620344,8.583808,7.935010,9.675559,6.332617,9.745605,9.184471,7.573422,8.812070,10.821569,8.169541,8.814674,7.744645,6.141040,8.368381,6.061605,11.130942,9.221835,9.925383,7.984946,6.304922,5.901239,8.248299,8.663816,10.939104,8.719748,8.104383,6.196613,7.909729
